"ID","Game","Where it appears","Type","English","Portuguese","Your feedback","Suggested Portuguese"
"DRA-067","Draw","The lobby","In-game","Need {count} more player to start.","Falta {count} jogador para começar.","",""
"DRA-068","Draw","The lobby","In-game","Need {count} more players to start.","Faltam {count} jogadores para começar.","",""
"DRA-069","Draw","The lobby","In-game","Add {count} more player to start.","Adicione mais {count} jogador para começar.","",""
"DRA-070","Draw","The lobby","In-game","Add {count} more players to start.","Adicione mais {count} jogadores para começar.","",""
"DRA-071","Draw","The lobby","In-game","Need {count} more player. Share the code!","Falta {count} jogador. Compartilhe o código!","",""
"DRA-072","Draw","The lobby","In-game","Need {count} more players. Share the code!","Faltam {count} jogadores. Compartilhe o código!","",""
"DRA-073","Draw","The lobby","In-game","Waiting for everyone to ready up…","Esperando todo mundo ficar pronto…","",""
"DRA-074","Draw","The lobby","In-game","Waiting for host to start…","Esperando o anfitrião começar…","",""
"DRA-075","Draw","The lobby","In-game","Everyone gets the phone in turn. Hit start!","O celular passa de um jogador para o outro. Bora começar!","",""
"DRA-076","Draw","The lobby","In-game","Waiting for {count} more player to ready up…","Esperando mais {count} jogador ficar pronto…","",""
"DRA-077","Draw","The lobby","In-game","Waiting for {count} more players to ready up…","Esperando mais {count} jogadores ficarem prontos…","",""
"DRA-078","Draw","The lobby","In-game","Everyone is ready. Hit start!","Todo mundo pronto. Bora começar!","",""
"DRA-079","Draw","The lobby","In-game","I'm Ready","Estou pronto","",""
"DRA-080","Draw","The lobby","In-game","I'm Not Ready","Não estou pronto","",""
"DRA-081","Draw","The lobby","In-game","✓ Ready","✓ Pronto","",""
"DRA-082","Draw","The lobby","In-game","Waiting","Esperando","",""
"DRA-083","Draw","The lobby","In-game","Host","Anfitrião","",""
"DRA-084","Draw","The lobby","In-game","YOU","VOCÊ","",""
"DRA-085","Draw","The lobby","In-game","Add player","Adicionar jogador","",""
"DRA-086","Draw","The lobby","In-game","Round","Rodada","",""
"DRA-087","Draw","The lobby","In-game","Rounds","Rodadas","",""
"DRA-088","Draw","Choosing a game mode","In-game","Pick a game mode","Escolha o modo de jogo","",""
"DRA-089","Draw","Choosing a game mode","In-game","Everyone has a Phone","Cada um com seu celular","",""
"DRA-090","Draw","Choosing a game mode","In-game","Everyone uses their own phone to play the game.","Cada jogador joga no próprio celular.","",""
"DRA-091","Draw","Choosing a game mode","In-game","Pass the Phone","Passar o celular","",""
"DRA-092","Draw","Choosing a game mode","In-game","Everyone uses one screen to play the game.","Todo mundo joga em uma tela só.","",""
"DRA-093","Draw","Choosing a word category","In-game","Select","Escolher","",""
"DRA-094","Draw","Choosing a word category","In-game","Done","Pronto","",""
"DRA-095","Draw","Choosing a word category","In-game","Pick word categories","Escolha as categorias","",""
"DRA-096","Draw","Choosing a word category","In-game","Categories","Categorias","",""
"DRA-097","Draw","Choosing a word category","In-game","Food","Comida","",""
"DRA-098","Draw","Choosing a word category","In-game","Dishes, snacks, fruits and drinks","Pratos, lanches, frutas e bebidas","",""
"DRA-099","Draw","Choosing a word category","In-game","Animals","Animais","",""
"DRA-100","Draw","Choosing a word category","In-game","Pets, wildlife, birds and sea creatures","Bichos de casa, do mato, do céu e do mar","",""
"DRA-101","Draw","Choosing a word category","In-game","Places","Lugares","",""
"DRA-102","Draw","Choosing a word category","In-game","Everywhere from the beach to a space station","Da praia a uma estação espacial","",""
"DRA-103","Draw","Choosing a word category","In-game","Everyday Objects","Objetos do Dia a Dia","",""
"DRA-104","Draw","Choosing a word category","In-game","Things lying around every home","Coisas que tem em qualquer casa","",""
"DRA-105","Draw","Choosing a word category","In-game","Movies & TV","Cinema e TV","",""
"DRA-106","Draw","Choosing a word category","In-game","Blockbusters, series and cartoon icons","Sucessos de bilheteria, séries e desenhos","",""
"DRA-107","Draw","Choosing a word category","In-game","Football","Futebol","",""
"DRA-108","Draw","Choosing a word category","In-game","Stars, clubs and moments from the pitch","Craques, clubes e momentos de campo","",""
"DRA-109","Draw","Choosing a word category","In-game","Super Heroes","Super-Heróis","",""
"DRA-110","Draw","Choosing a word category","In-game","Capes, masks and the villains chasing them","Capas, máscaras e os vilões atrás deles","",""
"DRA-111","Draw","Choosing a word category","In-game","Select","Escolher","",""
"DRA-112","Draw","Choosing a word category","In-game","Cancel","Cancelar","",""
"DRA-113","Draw","Playing the round","In-game","THE WORD TO DRAW","A PALAVRA PARA DESENHAR","",""
"DRA-114","Draw","Playing the round","In-game","Getting everyone ready…","Preparando todo mundo…","",""
"DRA-115","Draw","Playing the round","In-game","Getting ready…","Preparando…","",""
"DRA-116","Draw","Playing the round","In-game","Done","Pronto","",""
"DRA-117","Draw","Playing the round","In-game","Take turns adding to the drawing.","Cada um desenha um pedaço, na sua vez.","",""
"DRA-118","Draw","Playing the round","In-game","Swipe to reveal","Deslize para ver sua carta","",""
"DRA-119","Draw","Playing the round","In-game","Pass to Next Player","Passe para o próximo","",""
"DRA-120","Draw","Playing the round","In-game","Find the Impostor","Descubram o impostor","",""
"DRA-121","Draw","Playing the round","In-game","who was faking it?","quem estava fingindo?","",""
"DRA-122","Draw","Playing the round","In-game","Reveal Impostor","Revelar impostor","",""
"DRA-123","Draw","Playing the round","In-game","Talk it out. Tap Reveal when the group has decided.","Conversem. Toque em Revelar quando o grupo decidir.","",""
"DRA-124","Draw","Playing the round","In-game","Time to find the Impostor.","Hora de descobrir o impostor.","",""
"DRA-125","Draw","Playing the round","In-game","Mute turn sound","Desligar o som do turno","",""
"DRA-126","Draw","Playing the round","In-game","Shared drawing canvas","Quadro de desenho compartilhado","",""
"DRA-127","Draw","Playing the round","In-game","Undo my last stroke","Desfazer meu último traço","",""
"DRA-128","Draw","Playing the round","In-game","Turn order","Ordem dos turnos","",""
"DRA-129","Draw","Playing the round","In-game","The finished drawing","O desenho pronto","",""
"DRA-130","Draw","Playing the round","In-game","Close","Fechar","",""
"DRA-131","Draw","Playing the round","In-game","You're the Impostor","Você é o impostor","",""
"DRA-132","Draw","Playing the round","In-game","YOUR HINT","SUA PISTA","",""
"DRA-133","Draw","Playing the round","In-game","THE WORD TO DRAW","A PALAVRA PARA DESENHAR","",""
"DRA-134","Draw","Playing the round","In-game","Getting everyone ready…","Preparando todo mundo…","",""
"DRA-135","Draw","Playing the round","In-game","Drawing starts in","O desenho começa em","",""
"DRA-136","Draw","Playing the round","In-game","Player {current} of {total}","Jogador {current} de {total}","",""
"DRA-137","Draw","Playing the round","In-game","Start Drawing","Começar a desenhar","",""
"DRA-138","Draw","Playing the round","In-game","Pass to {name}","Passe para {name}","",""
"DRA-139","Draw","Playing the round","In-game","Pass to Next Player","Passe para o próximo","",""
"DRA-140","Draw","Playing the round","In-game","{name}’s turn","Vez de {name}","",""
"DRA-141","Draw","Playing the round","In-game","Your turn","Sua vez","",""
"DRA-142","Draw","Playing the round","In-game","Passing…","Passando…","",""
"DRA-143","Draw","Playing the round","In-game","Getting ready…","Preparando…","",""
"DRA-144","Draw","Playing the round","In-game","Round {n} / {total}","Rodada {n} / {total}","",""
"DRA-145","Draw","Playing the round","In-game","Add the last part to the drawing, then tap Done to find the impostor.","Faça a sua parte do desenho e toque em Pronto para caçar o impostor.","",""
"DRA-146","Draw","Playing the round","In-game","Add your part to the drawing, then tap Done and pass the phone to the next player.","Faça a sua parte do desenho, toque em Pronto e passe o celular para o próximo.","",""
"DRA-147","Draw","Playing the round","In-game","Done","Pronto","",""
"DRA-148","Draw","Playing the round","In-game","Done → Pass to {name}","Pronto → Passe para {name}","",""
"DRA-149","Draw","Playing the round","In-game","You're the impostor. Your hint is “{hint}”. Watch the others draw and fake it.","Você é o impostor. Sua pista é “{hint}”. Olhe o que os outros desenham e disfarce.","",""
"DRA-150","Draw","Playing the round","In-game","The word is “{word}”. Try not to give too much away while drawing.","A palavra é “{word}”. Desenhe sem entregar demais.","",""
"DRA-151","Draw","Discussion and voting","In-game","Who was the impostor?","Quem era o impostor?","",""
"DRA-152","Draw","Discussion and voting","In-game","Tap a name. You can change your mind until the reveal.","Toque em um nome. Dá para mudar de ideia até a revelação.","",""
"DRA-153","Draw","Discussion and voting","In-game","Vote for the Impostor.","Vote no impostor.","",""
"DRA-154","Draw","Discussion and voting","In-game","And the Impostor is…","E o impostor é…","",""
"DRA-155","Draw","Discussion and voting","In-game","Voted","Votou","",""
"DRA-156","Draw","Discussion and voting","In-game","You can change your mind until reveal.","Dá para mudar de ideia até a revelação.","",""
"DRA-157","Draw","Discussion and voting","In-game","Tap a name. Nobody sees your pick until the reveal.","Toque em um nome. Ninguém vê seu voto até a revelação.","",""
"DRA-158","Draw","Discussion and voting","In-game","{cast} of {total} voted. Reveal early if someone has dropped off.","{cast} de {total} já votaram. Revele antes se alguém tiver caído.","",""
"DRA-159","Draw","Discussion and voting","In-game","{cast} of {total} voted.","{cast} de {total} já votaram.","",""
"DRA-160","Draw","Discussion and voting","In-game","Did not vote","Não votou","",""
"DRA-161","Draw","Discussion and voting","In-game","No votes were cast.","Ninguém votou.","",""
"DRA-162","Draw","Discussion and voting","In-game","1 vote","1 voto","",""
"DRA-163","Draw","Discussion and voting","In-game","{count} votes","{count} votos","",""
"DRA-164","Draw","End of the round","In-game","Round Over","Fim da rodada","",""
"DRA-165","Draw","End of the round","In-game","TheImpostorwas","OImpostorera","",""
"DRA-166","Draw","End of the round","In-game","The word was","A palavra era","",""
"DRA-167","Draw","End of the round","In-game","Votes","Votos","",""
"DRA-168","Draw","End of the round","In-game","Who voted whom","Quem votou em quem","",""
"DRA-169","Draw","End of the round","In-game","The drawing","O desenho","",""
"DRA-170","Draw","End of the round","In-game","Who drew what","Quem desenhou o quê","",""
"DRA-171","Draw","End of the round","In-game","Play Again","Outra rodada","",""
"DRA-172","Draw","End of the round","In-game","Exit Room","Sair da sala","",""
"DRA-173","Draw","End of the round","In-game","Round Over","Fim da rodada","",""
"DRA-174","Draw","End of the round","In-game","Caught!","Pegamos!","",""
"DRA-175","Draw","End of the round","In-game","They got away","Escapou","",""
"DRA-176","Draw","End of the round","In-game","The room voted out the impostor.","A sala votou no impostor certo.","",""
"DRA-177","Draw","End of the round","In-game","Nobody voted, so the impostor walks.","Ninguém votou, então o impostor escapou.","",""
"DRA-178","Draw","End of the round","In-game","The vote was split, so the impostor walks.","O voto empatou, então o impostor escapou.","",""
"DRA-179","Draw","End of the round","In-game","The room voted out the wrong player.","A sala votou na pessoa errada.","",""
"DRA-180","Draw","End of the round","In-game","Quit Game","Sair da partida","",""
"DRA-181","Draw","End of the round","In-game","Exit Room","Sair da sala","",""
"DRA-182","Draw","Leaving a game","In-game","Cancel","Cancelar","",""
"DRA-183","Draw","Leaving a game","In-game","Quit the game?","Sair da partida?","",""
"DRA-184","Draw","Leaving a game","In-game","Leave the game?","Sair da sala?","",""
"DRA-185","Draw","Leaving a game","In-game","You are the host, so this closes the room and ends the game for everyone.","Você é o anfitrião, então a sala fecha e a partida acaba para todo mundo.","",""
"DRA-186","Draw","Leaving a game","In-game","You will drop out of the round and your turns will be skipped.","Você sai da rodada e suas vezes de desenhar são puladas.","",""
"DRA-187","Draw","Leaving a game","In-game","Quit","Sair","",""
"DRA-188","Draw","Leaving a game","In-game","Leave","Sair","",""
"DRA-189","Draw","Errors and messages","In-game","Firebase not configured","Firebase não configurado","",""
"DRA-190","Draw","Errors and messages","In-game","Firebase not configured — see README","Firebase não configurado. Veja o README.","",""
"DRA-191","Draw","Errors and messages","In-game","Room closed","Sala fechada","",""
"DRA-192","Draw","Errors and messages","In-game","No room found with that code","Não achamos nenhuma sala com esse código","",""
"DRA-193","Draw","Errors and messages","In-game","Game already in progress","A partida já começou","",""
"DRA-194","Draw","Errors and messages","In-game","Room is full","A sala está cheia","",""
"DRA-195","Draw","Errors and messages","In-game","Could not check room: {detail}","Não deu para verificar a sala: {detail}","",""
"DRA-196","Draw","Errors and messages","In-game","Choose a nickname","Escolha um nome","",""
"DRA-197","Draw","Errors and messages","In-game","Could not join","Não deu para entrar","",""
"DRA-198","Draw","Errors and messages","In-game","Could not create a room: {detail}","Não deu para criar a sala: {detail}","",""
"DRA-199","Draw","Errors and messages","In-game","Failed to create room: {detail}","Não deu para criar a sala: {detail}","",""
"DRA-200","Draw","Errors and messages","In-game","Could not start the round","Não deu para começar a rodada","",""
"DRA-201","Draw","Errors and messages","In-game","Could not change category","Não deu para trocar de categoria","",""
"DRA-202","Draw","Errors and messages","In-game","Could not save your vote","Não deu para salvar seu voto","",""
"DRA-203","Draw","Errors and messages","In-game","Could not copy","Não deu para copiar","",""
"DRA-204","Draw","Errors and messages","In-game","Room code copied","Código copiado","",""
"DRA-205","Draw","Errors and messages","In-game","Finish passing the phone first","Primeiro terminem de passar o celular","",""
"DRA-206","Draw","Errors and messages","In-game","Tap Quit Game to leave","Toque em Sair da partida para ir embora","",""
"DRA-207","Draw","Rating and feedback","In-game","Enjoying the game? 🎉","Está curtindo? 🎉","",""
"DRA-208","Draw","Rating and feedback","In-game","What should we make better?","O que dá para melhorar no jogo?","",""
"DRA-209","Draw","Rating and feedback","In-game","Your feedback","Seu comentário","",""
"DRA-210","Draw","Rating and feedback","In-game","Help us improve","Conte o que dá para melhorar","",""
"DRA-211","Draw","Rating and feedback","In-game","Send","Enviar","",""
"DRA-212","Draw","Rating and feedback","In-game","Enjoying the game?","Está curtindo?","",""
"DRA-213","Draw","Rating and feedback","In-game","Not great","Fraco","",""
"DRA-214","Draw","Rating and feedback","In-game","It's okay","Normal","",""
"DRA-215","Draw","Rating and feedback","In-game","Good","Bom","",""
"DRA-216","Draw","Rating and feedback","In-game","Love it","Amei","",""
"DRA-217","Draw","Rating and feedback","In-game","Having a good time?","Está sendo divertido?","",""
"DRA-218","Draw","Rating and feedback","In-game","Having a good time? 😀","Está sendo divertido? 😀","",""
"DRA-219","Draw","Rating and feedback","In-game","Your support helps keep Impostor Games free and motivates me to keep making fun little party games for you and your friends.","Seu apoio ajuda a manter o Impostor Games grátis e me anima a continuar criando joguinhos divertidos para você e seus amigos.","",""
"DRA-220","Draw","Rating and feedback","In-game","☕ Buy me a coffee","☕ Me pague um café","",""
"DRA-221","Draw","Rating and feedback","In-game","Not now","Agora não","",""
"DRA-222","Draw","Rating and feedback","In-game","Thanks! 🙏","Valeu! 🙏","",""
"DRA-223","Draw","Screen reader labels","In-game","Player name","Nome do jogador","",""
"DRA-224","Draw","Screen reader labels","In-game","Rename {name}","Mudar o nome de {name}","",""
"DRA-225","Draw","Screen reader labels","In-game","Remove {name}","Tirar {name}","",""
"DRA-226","Draw","Screen reader labels","In-game","{name}: swipe to reveal your card","{name}: deslize para ver sua carta","",""
"DRA-227","Draw","Screen reader labels","In-game","Mute turn sound","Desligar o som do turno","",""
"DRA-228","Draw","Screen reader labels","In-game","Unmute turn sound","Ligar o som do turno","",""
"DRA-229","Draw","Screen reader labels","In-game","{count} drawing round","{count} rodada de desenho","",""
"DRA-230","Draw","Screen reader labels","In-game","{count} drawing rounds","{count} rodadas de desenho","",""
"LDRA-001","Draw","Page title and search description","Landing page","Imposter Artist | Online Drawing Party Game | Play Free","Jogo do Impostor do Desenho | Grátis e Online","",""
"LDRA-002","Draw","Page title and search description","Landing page","Imposter Artist drawing game: everyone draws the same word on a shared canvas, except the impostor. Draw, guess, vote! Free online party game for 3–20 players.","O Jogo do Impostor do Desenho: um jogo de festa online e grátis. Todo mundo desenha a mesma palavra secreta no mesmo quadro, menos o impostor, que recebe só uma pista vaga. Desenhem por turnos e votem para pegar o impostor. Jogue grátis no navegador com 3 a 20 amigos.","",""
"LDRA-003","Draw","Page title and search description","Landing page","Impostor Artist","Impostor do Desenho","",""
"LDRA-004","Draw","Page title and search description","Landing page","Everyone draws the same secret word — except one impostor, who only gets a hint. A free online drawing party game you can play from anywhere: one shared canvas and a vote to catch the faker.","Todo mundo desenha a mesma palavra secreta, menos o impostor, que recebe só uma pista. Um jogo de festa grátis: um quadro compartilhado, turnos de desenho e uma votação para pegar o impostor. No navegador, para 3 a 20 amigos.","",""
"LDRA-005","Draw","Page title and search description","Landing page","Impostor Artist, an online drawing party game","Quatro personagens de desenho em volta de um cavalete: um faz um traço e os outros olham desconfiados. Impostor do Desenho","",""
"LDRA-006","Draw","Page title and search description","Landing page","Impostor Artist","Impostor do Desenho","",""
"LDRA-007","Draw","Page title and search description","Landing page","Everyone draws the same secret word — except one impostor, who only gets a hint. One shared canvas, one secret word, and a vote to catch the faker.","Todo mundo desenha a mesma palavra secreta, menos o impostor, que recebe só uma pista. Um quadro compartilhado, turnos de desenho e uma votação para pegar o impostor. No navegador, para 3 a 20 amigos.","",""
"LDRA-008","Draw","How to play","Landing page","How to Play","Como jogar","",""
"LDRA-009","Draw","How to play","Landing page","One canvas, one faker, and no one is safe","Um quadro, um impostor e ninguém a salvo","",""
"LDRA-010","Draw","How to play","Landing page","Four players adding to one shared drawing of a frog. Three know the secret word and each draw a real part of it, the head, the face and a leg. The fourth is the impostor, who was given only a vague hint, and adds a meaningless squiggle hoping nobody notices.","Quatro jogadores desenhando o mesmo sapo em um quadro compartilhado. Três sabem a palavra secreta e cada um desenha uma parte de verdade: a cabeça, o rosto e uma perna. O quarto é o impostor: tem só uma pista vaga e faz um rabisco sem sentido, torcendo para ninguém notar.","",""
"LDRA-011","Draw","How to play","Landing page","Impostor Artist (also called Fake Artist) is a drawing party game you can play from anywhere. Everyone gets the same secret word to draw except one impostor, who only sees a vague hint. Players take turns adding to one shared canvas, watching the picture build, then everyone votes on who the faker is. Play free at impostorgames.com/draw with 3 to 20 friends, no app and no sign-up.","O Jogo do Impostor do Desenho (também chamado de Fake Artist) é um jogo de festa que dá para jogar de qualquer lugar. Todo mundo recebe a mesma palavra para desenhar, menos um impostor, que vê só uma pista vaga. Na sua vez, cada jogador acrescenta um pedaço ao mesmo desenho e o grupo vê o quadro ir tomando forma; no fim, todo mundo vota em quem estava fingindo. Dá para jogar de graça aqui mesmo, em impostorgames.com/pt/draw: sem app, sem cadastro, de 3 a 20 jogadores e no navegador de qualquer celular.","",""
"LDRA-012","Draw","How to play","Landing page","Get started","Para começar","",""
"LDRA-013","Draw","How to play","Landing page","Everyone has a phone? Join the same room and tap “I’m Ready.”","Todo mundo tem celular? Entrem na mesma sala e toquem em “Estou pronto”.","",""
"LDRA-014","Draw","How to play","Landing page","Only one phone? Enter everyone's names and pass it around.","Só tem um celular? Escrevam os nomes de todos e vão passando.","",""
"LDRA-015","Draw","How to play","Landing page","Get your word","Veja sua palavra","",""
"LDRA-016","Draw","How to play","Landing page","Most players get the same word. The Impostor only gets a hint.","Quase todo mundo recebe a mesma palavra. O impostor recebe só uma pista.","",""
"LDRA-017","Draw","How to play","Landing page","Start drawing","Comecem a desenhar","",""
"LDRA-018","Draw","How to play","Landing page","Take turns drawing. If you're the Impostor, fake your drawing and try to blend in.","Cada um desenha um pedaço, na sua vez. Se você é o impostor, disfarce o seu traço e tente se misturar.","",""
"LDRA-019","Draw","How to play","Landing page","Find the Impostor","Descubram o impostor","",""
"LDRA-020","Draw","How to play","Landing page","After the last round, vote for who you think the Impostor is. On one phone, talk it out and reveal.","Depois da última rodada, votem em quem vocês acham que é o impostor. Com um celular só, conversem e toquem em Revelar.","",""
"LDRA-021","Draw","Links to the other games","Landing page","More games","Mais jogos","",""
"LDRA-022","Draw","Links to the other games","Landing page","Play the Impostor Dance Game","Jogue o Impostor da Dança","",""
"LDRA-023","Draw","Links to the other games","Landing page","Dance Game","Impostor da Dança","",""
"LDRA-024","Draw","Links to the other games","Landing page","Play","Jogar","",""
"LDRA-025","Draw","Links to the other games","Landing page","Play the Impostor Word Game","Jogue o Impostor das Palavras","",""
"LDRA-026","Draw","Links to the other games","Landing page","Word Game","Impostor das Palavras","",""
"LDRA-027","Draw","Links to the other games","Landing page","Play","Jogar","",""
"LDRA-028","Draw","Feedback call to action","Landing page","Got feedback?","Tem alguma sugestão?","",""
"LDRA-029","Draw","More games call to action","Landing page","More games","Impostor Games","",""
"LDRA-030","Draw","Frequently asked questions","Landing page","FAQ","Perguntas frequentes","",""
"LDRA-031","Draw","Frequently asked questions","Landing page","What is Impostor Artist?","O que é o Jogo do Impostor do Desenho?","",""
"LDRA-032","Draw","Frequently asked questions","Landing page","A free online drawing party game for 3–20 players, also known as Fake Artist. Most players get the same secret word, while the impostor only gets a vague hint. Everyone takes turns drawing on a shared online canvas, including the impostor, who tries to blend in without knowing the secret word. At the end, everyone votes to find the impostor.","É um jogo de festa online e grátis para 3 a 20 jogadores, também conhecido como Fake Artist. Quase todo mundo recebe a mesma palavra para desenhar; o impostor recebe só uma pista vaga. Na sua vez, cada um acrescenta um pedaço ao mesmo desenho, o impostor incluído, que desenha no escuro e tenta não dar bandeira. No fim, o grupo vota para descobrir quem era.","",""
"LDRA-033","Draw","Frequently asked questions","Landing page","Can I play Impostor Artist remotely?","Dá para jogar com quem está longe?","",""
"LDRA-034","Draw","Frequently asked questions","Landing page","Yes, it's built for it. The canvas and the vote both live in the app, so nobody needs to be in the same room. It works well alongside a video call, or entirely on its own.","Dá, o jogo foi feito para isso. O quadro e a votação ficam dentro do jogo, então ninguém precisa estar na mesma sala. Funciona bem junto de uma chamada de vídeo, e funciona sozinho também.","",""
"LDRA-035","Draw","Frequently asked questions","Landing page","How many players do I need?","Quantos jogadores precisa?","",""
"LDRA-036","Draw","Frequently asked questions","Landing page","At least 3, up to 20. With everyone on their own phone, one person creates the room and shares the 4-character code or QR code. In Pass the Phone you need no second device at all, just the names of everyone playing.","De 3 a 20 jogadores. Se cada um tiver seu celular, uma pessoa cria a sala e compartilha o código de 4 caracteres ou o QR code. No modo Passar o celular não precisa de mais nenhum aparelho, só dos nomes de quem está jogando.","",""
"LDRA-037","Draw","Frequently asked questions","Landing page","Is it free to play?","É grátis?","",""
"LDRA-038","Draw","Frequently asked questions","Landing page","Yes, completely free. There's no sign-up, no app to install, and no payment. Open the page in any browser and share a room code.","Sim, totalmente grátis. Sem cadastro, sem app e sem pagar nada. Abra a página no navegador de qualquer celular e mande o código da sala para a galera.","",""
"LDRA-039","Draw","Frequently asked questions","Landing page","Is there an Imposter Artist app?","Tem app do Jogo do Impostor do Desenho?","",""
"LDRA-040","Draw","Frequently asked questions","Landing page","No download needed. Impostor Artist runs right in your phone's browser. Just open the page and share a room code. It works on iPhone and Android instantly, with no app to install.","Não precisa baixar nada. O Jogo do Impostor do Desenho roda no navegador do celular: você abre a página e compartilha o código da sala. Funciona na hora no iPhone e no Android, sem instalar nenhum app.","",""
"LDRA-041","Draw","Frequently asked questions","Landing page","Do I need to be good at drawing?","Precisa saber desenhar?","",""
"LDRA-042","Draw","Frequently asked questions","Landing page","No. Rough doodles are the whole point. You only need enough detail to show you know the word, and drawing it too clearly just helps the impostor work it out.","Não, e é melhor que não. Rabisco é a graça do jogo. Você só precisa do detalhe suficiente para mostrar que sabe a palavra, e desenhar bem demais só entrega a palavra para o impostor.","",""
"LDRA-043","Draw","Frequently asked questions","Landing page","Can I play on one device?","Dá para jogar com um celular só?","",""
"LDRA-044","Draw","Frequently asked questions","Landing page","Yes. Pick Pass the Phone in the lobby and one phone does the whole game, so nobody else needs a device and there's no room code. The phone goes round twice: once so each player can swipe their card over and see the word, or the impostor hint, in private, then once per drawing turn, handed straight to the next player with the canvas already live. There's no timer, because nobody can disappear from a phone that's being handed to them, and the turn strip names whose go it is. At the end there's no secret ballot, since that would need a screen each: the finished drawing is held up on a Find the Impostor screen, the group argues it out loud, and someone taps Reveal. The default mode, Everyone has a Phone, still gives each player their own screen.","Dá. Escolha Passar o celular na sala e um celular só leva a partida inteira: ninguém mais precisa de aparelho e não tem código de sala. O celular dá duas voltas. Na primeira, cada jogador desliza a carta dele e vê em segredo a palavra, ou a pista do impostor. Na segunda, cada um faz seu turno de desenho e passa o celular na mão para o próximo, com o quadro já aberto. Não tem cronômetro, porque ninguém some de um celular que está sendo entregue na mão, e a tira de turnos mostra de quem é a vez. No fim não tem votação secreta, porque isso pediria uma tela por pessoa: o desenho pronto fica à vista na tela Descubram o impostor, o grupo discute em voz alta e alguém toca em Revelar. O modo padrão, Cada um com seu celular, continua dando uma tela para cada jogador.","",""
"LDRA-045","Draw","Frequently asked questions","Landing page","What words come up?","Quais palavras aparecem?","",""
"LDRA-046","Draw","Frequently asked questions","Landing page","Four categories: Food, Animals, Everyday Objects and Super Heroes, 350 words in all. The host picks which ones are in play, and a random word is dealt each round. Every word carries two vague one-word hints, and the impostor is shown one of them at random. That hint is all they get.","Quatro categorias: Comida, Animais, Objetos do Dia a Dia e Super-Heróis, 350 palavras no total. O anfitrião escolhe quais entram e cada rodada sorteia uma palavra. Toda palavra vem com duas pistas vagas de uma palavra só, e o impostor recebe uma das duas por sorteio. É tudo o que ele tem.","",""
"LDRA-047","Draw","Frequently asked questions","English only","Is this the same as the Impostor Draw Game?","","",""
"LDRA-048","Draw","Frequently asked questions","English only","Yes, same game. It used to be called the Impostor Draw Game, and most people looking for it are searching for Imposter Artist or Fake Artist, so that is what it is called now. Nothing about how it plays has changed, and old links still work.","","",""
"LDRA-049","Draw","Frequently asked questions","Portuguese only","","É parecido com o Gartic?","",""
"LDRA-050","Draw","Frequently asked questions","Portuguese only","","A ideia de desenhar junto é parecida, mas aqui ninguém fica adivinhando o desenho dos outros. Todo mundo desenha a mesma palavra no mesmo quadro, e a graça é achar quem não sabe qual é a palavra. Está mais para Among Us do que para um jogo de adivinhar desenho.","",""
"SHR-001","Shared","Playing the round","In-game","Dance Game","Impostor da Dança","",""
"SHR-002","Shared","Playing the round","In-game","Word Game","Impostor das Palavras","",""
"SHR-003","Shared","Playing the round","In-game","Impostor Artist","Impostor do Desenho","",""
"SHR-004","Shared","Account and sign in","In-game","Sign in","Entrar","",""
"SHR-005","Shared","Account and sign in","In-game","Sign in to keep your song groups and reuse them anytime.","Entre para salvar suas listas de músicas e usar de novo quando quiser.","",""
"SHR-006","Shared","Account and sign in","In-game","Continue with Google","Continuar com o Google","",""
"SHR-007","Shared","Account and sign in","In-game","or","ou","",""
"SHR-008","Shared","Account and sign in","In-game","you@email.com","voce@email.com","",""
"SHR-009","Shared","Account and sign in","In-game","Email address","E-mail","",""
"SHR-010","Shared","Account and sign in","In-game","Email me a link","Me envie um link","",""
"SHR-011","Shared","Account and sign in","In-game","We only store your email and the song groups you create. You can delete your account anytime.","Guardamos só o seu e-mail e as listas de músicas que você criar. Dá para apagar sua conta quando quiser.","",""
"SHR-012","Shared","Account and sign in","In-game","Close","Fechar","",""
"SHR-013","Shared","Account and sign in","In-game","Opening Google…","Abrindo o Google…","",""
"SHR-014","Shared","Account and sign in","In-game","Sending your link…","Enviando seu link…","",""
"SHR-015","Shared","Account and sign in","In-game","Check your inbox for a sign-in link.","Enviamos um link de acesso. Confira seu e-mail.","",""
"SHR-016","Shared","Account and sign in","In-game","Network problem. Try again.","Problema de conexão. Tente de novo.","",""
"SHR-017","Shared","Account and sign in","In-game","Sign-in is not enabled yet.","Ainda não dá para entrar.","",""
"SHR-018","Shared","Account and sign in","In-game","That email looks off.","Esse e-mail parece errado.","",""
"SHR-019","Shared","Account and sign in","In-game","Something went wrong. Please try again.","Algo deu errado. Tente de novo.","",""
"SHR-020","Shared","Account and sign in","In-game","Sign in","Entrar","",""
"SHR-021","Shared","Account and sign in","In-game","Account","Conta","",""
"SHR-022","Shared","Account and sign in","In-game","Sign out","Sair","",""
"SHR-023","Shared","Account and sign in","In-game","Signed in","Conectado","",""
"SHR-024","Shared","Account and sign in","In-game","Delete account","Apagar a conta","",""
"SHR-025","Shared","Account and sign in","In-game","Delete account?","Apagar a conta?","",""
"SHR-026","Shared","Account and sign in","In-game","This permanently deletes your account and all your song groups. This can't be undone.","Isso apaga sua conta e todas as suas listas de músicas para sempre. Não dá para desfazer.","",""
